Player,Pos,Age,MP,Min,90s,Gls,Ast,CrdY,CrdR,xG,Gls/90,Ast/90,xG/90,2CrdY,Fls,Fld,Off,Crs,Int,TklW,Recov,Won%,club
Cas Odenthal,2,20.0,28,2508.0,27.9,1.0,0.0,4.0,0.0,2.1,0.04,0.0,0.07,0.0,18.0,12.0,1.0,4.0,32.0,19.0,143.0,57.0,nec nijmegen
Jonathan Okita,7,25.0,27,2313.0,25.7,7.0,6.0,3.0,0.0,7.7,0.27,0.23,0.3,0.0,31.0,24.0,16.0,34.0,12.0,13.0,150.0,42.4,nec nijmegen
Elayis Tavsan,7,20.0,30,2242.0,24.9,5.0,1.0,3.0,0.0,6.6,0.2,0.04,0.27,0.0,18.0,60.0,6.0,37.0,8.0,6.0,115.0,27.3,nec nijmegen
Jordy Bruijn,7,25.0,28,1808.0,20.1,5.0,3.0,4.0,0.0,6.2,0.25,0.15,0.31,0.0,33.0,42.0,2.0,9.0,8.0,18.0,85.0,34.2,nec nijmegen
Magnus Mattsson,7,22.0,27,1739.0,19.3,4.0,0.0,0.0,0.0,4.8,0.21,0.0,0.25,0.0,11.0,36.0,1.0,5.0,17.0,22.0,102.0,30.0,nec nijmegen
Rodrigo Guth,2,20.0,20,1655.0,18.4,1.0,0.0,2.0,0.0,1.2,0.05,0.0,0.07,0.0,27.0,9.0,0.0,2.0,31.0,20.0,105.0,70.2,nec nijmegen
Ali Akman,4,19.0,28,1569.0,17.4,6.0,0.0,1.0,1.0,4.1,0.34,0.0,0.24,0.0,13.0,20.0,17.0,12.0,6.0,7.0,63.0,30.2,nec nijmegen
Dirk Proper,3,19.0,22,1358.0,15.1,0.0,0.0,3.0,0.0,0.9,0.0,0.0,0.06,0.0,18.0,12.0,0.0,0.0,5.0,17.0,93.0,46.5,nec nijmegen
Édgar Barreto,5,37.0,19,1244.0,13.8,1.0,0.0,3.0,0.0,1.1,0.07,0.0,0.08,0.0,20.0,13.0,0.0,2.0,27.0,22.0,108.0,64.3,nec nijmegen
Mikkel Duelund,7,24.0,22,877.0,9.7,2.0,2.0,2.0,0.0,1.4,0.21,0.21,0.15,0.0,18.0,16.0,1.0,3.0,7.0,13.0,47.0,41.9,nec nijmegen
Calvin Verdonk,5,24.0,21,965.0,10.7,1.0,1.0,2.0,0.0,0.3,0.09,0.09,0.02,0.0,22.0,8.0,0.0,12.0,19.0,25.0,86.0,48.0,nec nijmegen
Javier Vet,7,27.0,27,560.0,6.2,2.0,1.0,2.0,0.0,1.4,0.32,0.16,0.22,0.0,10.0,3.0,0.0,3.0,6.0,6.0,43.0,42.2,nec nijmegen
Neraysho Kasanwirjo,5,19.0,32,2728.0,30.3,1.0,0.0,6.0,1.0,0.7,0.03,0.0,0.02,0.0,19.0,32.0,0.0,25.0,52.0,44.0,231.0,54.3,groningen
Tomáš Suslov,7,19.0,29,2348.0,26.1,1.0,4.0,9.0,0.0,2.4,0.04,0.15,0.09,0.0,26.0,65.0,0.0,99.0,20.0,39.0,157.0,30.8,groningen
Bart van Hintum,2,34.0,28,2198.0,24.4,0.0,2.0,4.0,0.0,0.8,0.0,0.08,0.03,0.0,19.0,10.0,1.0,43.0,49.0,28.0,160.0,50.0,groningen
Michael de Leeuw,7,34.0,32,2036.0,22.6,5.0,0.0,1.0,0.0,5.9,0.22,0.0,0.26,0.0,34.0,18.0,8.0,3.0,15.0,19.0,59.0,52.0,groningen
Jørgen Strand Larsen,4,21.0,32,2339.0,26.0,14.0,2.0,5.0,0.0,11.2,0.54,0.08,0.43,0.0,42.0,18.0,18.0,5.0,6.0,10.0,57.0,36.3,groningen
Mohamed El Hankouri,5,24.0,30,2320.0,25.8,1.0,5.0,2.0,0.0,2.3,0.04,0.19,0.09,0.0,13.0,39.0,1.0,114.0,18.0,17.0,132.0,30.4,groningen
Laros Duarte,3,24.0,27,2288.0,25.4,1.0,3.0,3.0,0.0,1.2,0.04,0.12,0.05,0.0,17.0,25.0,0.0,94.0,30.0,22.0,173.0,35.8,groningen
Mike te Wierik,2,29.0,26,2143.0,23.8,0.0,0.0,6.0,2.0,0.1,0.0,0.0,0.0,1.0,32.0,22.0,0.0,3.0,45.0,36.0,136.0,50.0,groningen
Cyril Ngonge,7,21.0,31,1663.0,18.5,7.0,1.0,4.0,0.0,5.0,0.38,0.05,0.27,0.0,27.0,15.0,12.0,22.0,15.0,12.0,61.0,48.8,groningen
Bjorn Meijer,5,18.0,22,1586.0,17.6,2.0,2.0,2.0,0.0,1.2,0.11,0.11,0.07,0.0,12.0,6.0,2.0,62.0,28.0,22.0,109.0,54.3,groningen
Damil Dankerlui,5,24.0,27,1492.0,16.6,0.0,2.0,1.0,0.0,0.7,0.0,0.12,0.04,0.0,21.0,9.0,0.0,58.0,25.0,30.0,123.0,58.6,groningen
Paulos Abraham,7,19.0,29,1353.0,15.0,0.0,2.0,2.0,0.0,2.0,0.0,0.13,0.13,0.0,22.0,13.0,6.0,20.0,5.0,10.0,69.0,30.0,groningen
Wessel Dammers,5,26.0,18,1199.0,13.3,0.0,2.0,3.0,0.0,0.7,0.0,0.15,0.05,0.0,11.0,7.0,0.0,2.0,24.0,11.0,101.0,52.1,groningen
Marin Šverko,2,23.0,24,995.0,11.1,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.05,0.0,13.0,23.0,0.0,4.0,13.0,16.0,76.0,56.5,groningen
Daleho Irandust,7,23.0,19,971.0,10.8,1.0,1.0,1.0,0.0,1.5,0.09,0.09,0.14,0.0,13.0,16.0,0.0,22.0,4.0,12.0,55.0,16.7,groningen
Daniël van Kaam,5,21.0,20,492.0,5.5,1.0,0.0,0.0,1.0,0.3,0.18,0.0,0.05,0.0,2.0,8.0,0.0,11.0,3.0,6.0,44.0,35.7,groningen
Patrick Joosten,7,25.0,10,332.0,3.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.03,0.0,7.0,2.0,0.0,20.0,1.0,1.0,17.0,75.0,groningen
Azor Matusiwa,3,23.0,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,7.0,29.0,36.4,groningen
Romano Postema,7,19.0,32,710.0,7.9,4.0,1.0,2.0,0.0,2.7,0.51,0.13,0.35,0.0,7.0,9.0,1.0,11.0,0.0,6.0,24.0,22.9,groningen
Ragnar Oratmangoen,7,23.0,33,2630.0,29.2,0.0,4.0,1.0,0.0,2.2,0.0,0.14,0.07,0.0,10.0,27.0,2.0,30.0,22.0,20.0,220.0,25.5,go ahead eagles
Philippe Rommens,3,23.0,34,2696.0,30.0,2.0,5.0,2.0,0.0,1.6,0.07,0.17,0.05,0.0,23.0,24.0,0.0,141.0,37.0,24.0,160.0,47.5,go ahead eagles
Bas Kuipers,2,26.0,30,2518.0,28.0,0.0,3.0,5.0,0.0,0.7,0.0,0.11,0.03,0.0,19.0,25.0,3.0,80.0,47.0,14.0,142.0,50.8,go ahead eagles
Mats Deijl,5,24.0,32,2441.0,27.1,2.0,2.0,6.0,0.0,1.2,0.07,0.07,0.04,0.0,26.0,40.0,3.0,38.0,26.0,29.0,174.0,53.2,go ahead eagles
Iñigo Córdoba,7,24.0,30,2312.0,25.7,9.0,1.0,3.0,1.0,7.3,0.35,0.04,0.28,1.0,30.0,34.0,14.0,69.0,20.0,32.0,148.0,45.8,go ahead eagles
Gerrit Nauber,2,29.0,27,2231.0,24.8,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.02,0.0,14.0,9.0,1.0,1.0,32.0,18.0,130.0,57.0,go ahead eagles
Joris Kramer,2,24.0,26,2194.0,24.4,2.0,1.0,3.0,2.0,0.7,0.08,0.04,0.03,1.0,21.0,7.0,0.0,4.0,55.0,28.0,168.0,53.6,go ahead eagles
Isac Lidberg,4,22.0,32,1976.0,22.0,4.0,2.0,3.0,1.0,5.8,0.18,0.09,0.27,0.0,22.0,27.0,9.0,10.0,6.0,6.0,76.0,39.7,go ahead eagles
Boyd Lucassen,5,23.0,31,2114.0,23.5,1.0,1.0,2.0,0.0,0.9,0.04,0.04,0.04,0.0,26.0,41.0,0.0,32.0,42.0,38.0,108.0,40.2,go ahead eagles
Warner Hahn,1,29.0,19,1710.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,36.0,100.0,go ahead eagles
Jay Idzes,5,21.0,21,1517.0,16.9,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.03,0.0,17.0,11.0,0.0,4.0,33.0,8.0,117.0,44.4,go ahead eagles
Andries Noppert,1,27.0,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,100.0,go ahead eagles
Ioannis-Foivos Botos,7,20.0,22,1032.0,11.5,3.0,0.0,1.0,1.0,1.9,0.26,0.0,0.16,0.0,8.0,11.0,8.0,7.0,1.0,5.0,33.0,33.3,go ahead eagles
Cuco Martina,2,31.0,11,759.0,8.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,14.0,19.0,8.0,63.0,37.5,go ahead eagles
Marc Cardona,4,26.0,22,790.0,8.8,2.0,2.0,0.0,0.0,4.6,0.23,0.23,0.53,0.0,5.0,7.0,7.0,4.0,4.0,7.0,52.0,34.6,go ahead eagles
Justin Bakker,2,23.0,13,735.0,8.2,1.0,1.0,0.0,0.0,0.9,0.12,0.12,0.11,0.0,2.0,0.0,0.0,25.0,5.0,3.0,48.0,50.0,go ahead eagles
Martijn Berden,7,24.0,19,621.0,6.9,0.0,2.0,0.0,0.0,1.2,0.0,0.29,0.17,0.0,10.0,3.0,4.0,14.0,1.0,2.0,25.0,28.0,go ahead eagles
Ogechika Heil,7,20.0,28,708.0,7.9,1.0,1.0,1.0,0.0,0.9,0.13,0.13,0.11,0.0,11.0,27.0,0.0,18.0,6.0,10.0,45.0,36.0,go ahead eagles
Bart Vriends,2,30.0,33,2823.0,31.4,3.0,0.0,4.0,0.0,1.3,0.1,0.0,0.04,0.0,23.0,10.0,1.0,2.0,52.0,29.0,170.0,67.3,sparta rotterdam
Adil Auassar,5,34.0,32,2475.0,27.5,3.0,1.0,7.0,0.0,1.3,0.11,0.04,0.05,0.0,27.0,10.0,2.0,7.0,47.0,26.0,143.0,55.6,sparta rotterdam
Maduka Okoye,1,21.0,30,2633.0,29.3,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,28.0,80.0,sparta rotterdam
Lennart Thy,7,29.0,33,2386.0,26.5,5.0,1.0,1.0,0.0,7.1,0.19,0.04,0.27,0.0,7.0,33.0,12.0,23.0,6.0,11.0,99.0,44.1,sparta rotterdam
Vito van Crooy,7,25.0,33,2182.0,24.2,5.0,4.0,6.0,0.0,5.6,0.21,0.16,0.23,0.0,33.0,17.0,4.0,62.0,14.0,21.0,112.0,39.4,sparta rotterdam
Sven Mijnans,7,21.0,30,1889.0,21.0,3.0,3.0,1.0,0.0,4.2,0.14,0.14,0.2,0.0,19.0,15.0,1.0,65.0,21.0,26.0,144.0,50.8,sparta rotterdam
Bryan Smeets,3,28.0,20,1478.0,16.4,2.0,2.0,3.0,0.0,1.1,0.12,0.12,0.07,0.0,15.0,9.0,0.0,56.0,8.0,12.0,126.0,63.3,sparta rotterdam
Michael Pinto,2,28.0,24,1539.0,17.1,0.0,3.0,2.0,1.0,0.1,0.0,0.18,0.0,0.0,12.0,19.0,1.0,45.0,27.0,29.0,119.0,64.3,sparta rotterdam
Tom Beugelsdijk,2,30.0,25,1529.0,17.0,0.0,0.0,5.0,0.0,0.8,0.0,0.0,0.04,0.0,22.0,10.0,0.0,1.0,38.0,11.0,78.0,59.0,sparta rotterdam
Joeri de Kamps,3,29.0,14,1178.0,13.1,1.0,0.0,5.0,0.0,0.2,0.08,0.0,0.01,0.0,33.0,14.0,0.0,0.0,19.0,41.0,99.0,50.0,sparta rotterdam
Arno Verschueren,3,24.0,12,963.0,10.7,2.0,1.0,1.0,1.0,1.2,0.19,0.09,0.11,0.0,16.0,11.0,0.0,8.0,16.0,19.0,68.0,44.8,sparta rotterdam
Younes Namli,3,27.0,14,860.0,9.6,1.0,4.0,0.0,0.0,0.7,0.1,0.42,0.07,0.0,4.0,11.0,1.0,38.0,3.0,10.0,59.0,63.6,sparta rotterdam
Mario Engels,4,27.0,29,1102.0,12.2,1.0,1.0,4.0,0.0,2.4,0.08,0.08,0.19,0.0,32.0,24.0,14.0,27.0,3.0,5.0,42.0,27.3,sparta rotterdam
Michaël Heylen,2,27.0,16,891.0,9.9,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.03,0.0,7.0,6.0,0.0,0.0,15.0,8.0,58.0,50.0,sparta rotterdam
Giannis Masouras,5,24.0,17,841.0,9.3,0.0,0.0,2.0,0.0,0.2,0.0,0.0,0.02,0.0,10.0,2.0,0.0,28.0,16.0,10.0,78.0,42.4,sparta rotterdam
Emanuel Emegha,7,18.0,19,970.0,10.8,2.0,0.0,0.0,0.0,2.8,0.19,0.0,0.26,0.0,17.0,7.0,3.0,2.0,1.0,4.0,29.0,44.7,sparta rotterdam
Aaron Meijers,2,33.0,12,740.0,8.2,0.0,2.0,1.0,1.0,0.1,0.0,0.24,0.01,0.0,3.0,13.0,0.0,33.0,4.0,15.0,47.0,45.8,sparta rotterdam
Mohammed Osman,3,27.0,12,677.0,7.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.07,0.0,10.0,16.0,0.0,25.0,6.0,8.0,55.0,90.0,sparta rotterdam
Riza Durmisi,2,27.0,9,609.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,2.0,5.0,1.0,9.0,6.0,6.0,30.0,50.0,sparta rotterdam
Laurent Jans,5,28.0,19,776.0,8.6,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.08,0.0,7.0,8.0,0.0,25.0,11.0,9.0,59.0,46.7,sparta rotterdam
Adrián Dalmau,4,27.0,12,589.0,6.5,2.0,0.0,1.0,0.0,2.4,0.31,0.0,0.36,0.0,13.0,19.0,8.0,3.0,1.0,1.0,18.0,33.3,sparta rotterdam
Jeremy van Mullem,3,22.0,12,579.0,6.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,4.0,3.0,0.0,4.0,11.0,9.0,38.0,28.6,sparta rotterdam
Tim Coremans,1,30.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,100.0,sparta rotterdam
Mats Seuntjens,7,29.0,32,2851.0,31.7,9.0,4.0,5.0,0.0,8.0,0.28,0.13,0.25,0.0,69.0,31.0,7.0,128.0,9.0,25.0,161.0,26.8,fortuna sittard
Deroy Duarte,5,22.0,33,2703.0,30.0,1.0,2.0,5.0,0.0,1.4,0.03,0.07,0.05,0.0,22.0,22.0,0.0,12.0,38.0,33.0,165.0,37.2,fortuna sittard
Martin Angha,2,27.0,31,2594.0,28.8,0.0,0.0,6.0,0.0,0.8,0.0,0.0,0.03,0.0,32.0,18.0,2.0,8.0,47.0,32.0,160.0,56.1,fortuna sittard
Zian Flemming,7,22.0,28,2495.0,27.7,12.0,4.0,5.0,0.0,10.6,0.43,0.14,0.38,0.0,42.0,39.0,6.0,15.0,20.0,9.0,98.0,59.2,fortuna sittard
George Cox,2,23.0,27,2193.0,24.4,2.0,2.0,7.0,0.0,1.0,0.08,0.08,0.04,0.0,8.0,22.0,4.0,103.0,40.0,38.0,180.0,67.5,fortuna sittard
Ben Rienstra,3,31.0,28,2147.0,23.9,2.0,3.0,4.0,0.0,1.2,0.08,0.13,0.05,0.0,21.0,5.0,0.0,6.0,22.0,17.0,119.0,50.0,fortuna sittard
Mickaël Tirpan,2,27.0,26,1980.0,22.0,0.0,1.0,4.0,0.0,1.0,0.0,0.05,0.04,0.0,29.0,20.0,1.0,94.0,42.0,26.0,164.0,56.1,fortuna sittard
Tesfaldet Tekie,3,24.0,27,2112.0,23.5,1.0,3.0,1.0,0.0,0.9,0.04,0.13,0.04,0.0,20.0,32.0,0.0,21.0,18.0,21.0,146.0,37.5,fortuna sittard
Roel Janssen,2,31.0,17,1298.0,14.4,0.0,0.0,4.0,1.0,0.3,0.0,0.0,0.02,0.0,21.0,14.0,1.0,0.0,33.0,17.0,101.0,46.2,fortuna sittard
Ivo Pinto,2,31.0,22,1495.0,16.6,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.01,0.0,15.0,18.0,1.0,17.0,18.0,12.0,112.0,48.4,fortuna sittard
Andreas Samaris,5,32.0,20,1077.0,12.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.01,0.0,6.0,17.0,0.0,6.0,16.0,12.0,88.0,55.2,fortuna sittard
Dimitris Siovas,2,32.0,12,1009.0,11.2,1.0,0.0,2.0,0.0,0.7,0.09,0.0,0.07,0.0,6.0,3.0,0.0,2.0,22.0,5.0,82.0,82.1,fortuna sittard
Tijjani Noslin,7,22.0,24,815.0,9.1,1.0,0.0,0.0,0.0,1.9,0.11,0.0,0.21,0.0,10.0,8.0,3.0,15.0,3.0,5.0,51.0,47.6,fortuna sittard
Arianit Ferati,5,23.0,14,742.0,8.2,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.03,0.0,8.0,4.0,4.0,15.0,9.0,8.0,46.0,37.5,fortuna sittard
Emil Hansson,7,23.0,11,646.0,7.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.07,0.0,5.0,2.0,0.0,38.0,1.0,4.0,28.0,0.0,fortuna sittard
Nigel Lonwijk,2,18.0,22,895.0,9.9,1.0,0.0,1.0,0.0,0.7,0.1,0.0,0.07,0.0,6.0,6.0,0.0,2.0,19.0,13.0,66.0,62.5,fortuna sittard
Paul Gladon,4,29.0,11,606.0,6.7,3.0,2.0,3.0,0.0,2.6,0.45,0.3,0.39,0.0,9.0,19.0,4.0,2.0,1.0,0.0,12.0,58.6,fortuna sittard
Charlison Benschop,4,31.0,13,577.0,6.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.09,0.0,9.0,4.0,4.0,0.0,1.0,5.0,20.0,55.2,fortuna sittard
Lisandro Semedo,7,25.0,9,471.0,5.2,0.0,1.0,1.0,0.0,1.1,0.0,0.19,0.21,0.0,4.0,7.0,2.0,10.0,4.0,4.0,21.0,33.3,fortuna sittard
Samy Baghdadi,7,24.0,10,436.0,4.8,1.0,0.0,2.0,0.0,1.1,0.21,0.0,0.24,0.0,9.0,3.0,2.0,11.0,4.0,5.0,28.0,35.0,fortuna sittard
Bassala Sambou,4,23.0,8,417.0,4.6,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.07,0.0,11.0,8.0,3.0,2.0,0.0,0.0,7.0,31.3,fortuna sittard
Noah Fadiga,2,21.0,33,2706.0,30.1,1.0,0.0,8.0,0.0,1.9,0.03,0.0,0.06,0.0,36.0,31.0,0.0,36.0,30.0,25.0,213.0,56.7,heracles almelo
Mats Knoester,2,22.0,31,2661.0,29.6,0.0,0.0,3.0,0.0,1.3,0.0,0.0,0.04,0.0,23.0,10.0,1.0,16.0,57.0,28.0,178.0,55.9,heracles almelo
Giacomo Quagliata,2,21.0,29,2544.0,28.3,1.0,2.0,9.0,0.0,1.6,0.04,0.07,0.06,0.0,39.0,24.0,3.0,163.0,56.0,36.0,181.0,46.2,heracles almelo
Marco Rente,2,24.0,27,2311.0,25.7,1.0,0.0,5.0,0.0,1.9,0.04,0.0,0.07,0.0,22.0,18.0,0.0,3.0,85.0,30.0,193.0,52.0,heracles almelo
Lucas Schoofs,5,24.0,27,2093.0,23.3,0.0,2.0,1.0,0.0,1.9,0.0,0.09,0.08,0.0,18.0,9.0,1.0,9.0,32.0,41.0,190.0,59.5,heracles almelo
Nikolai Laursen,7,23.0,29,1851.0,20.6,4.0,0.0,3.0,0.0,3.0,0.19,0.0,0.15,0.0,18.0,26.0,5.0,46.0,8.0,27.0,110.0,50.9,heracles almelo
Janis Blaswich,1,30.0,22,1980.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,31.0,100.0,heracles almelo
Orestis Kiomourtzoglou,3,23.0,24,1879.0,20.9,2.0,0.0,1.0,0.0,2.5,0.1,0.0,0.12,0.0,27.0,26.0,0.0,7.0,33.0,39.0,153.0,52.3,heracles almelo
Bilal Başaçıkoğlu,7,26.0,27,1480.0,16.4,1.0,2.0,4.0,0.0,1.7,0.06,0.12,0.1,0.0,22.0,25.0,6.0,123.0,10.0,27.0,64.0,45.5,heracles almelo
Kaj Sierhuis,4,23.0,18,1419.0,15.8,4.0,3.0,2.0,0.0,6.5,0.25,0.19,0.41,0.0,16.0,11.0,5.0,14.0,0.0,5.0,38.0,47.4,heracles almelo
Sinan Bakış,4,27.0,31,1528.0,17.0,6.0,0.0,2.0,1.0,5.5,0.35,0.0,0.33,1.0,22.0,16.0,19.0,0.0,8.0,5.0,38.0,42.2,heracles almelo
Koen Bucker,1,25.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,75.0,heracles almelo
Delano Burgzorg,7,22.0,17,1151.0,12.8,4.0,0.0,3.0,0.0,4.7,0.31,0.0,0.37,0.0,14.0,17.0,9.0,1.0,6.0,15.0,49.0,26.9,heracles almelo
Rai Vloet,3,26.0,12,1016.0,11.3,3.0,0.0,3.0,0.0,4.2,0.27,0.0,0.37,0.0,13.0,13.0,1.0,75.0,8.0,12.0,44.0,43.5,heracles almelo
Anas Ouahim,7,23.0,10,690.0,7.7,0.0,1.0,2.0,1.0,0.6,0.0,0.13,0.08,0.0,18.0,12.0,0.0,10.0,8.0,6.0,35.0,25.0,heracles almelo
Justin Hoogma,5,23.0,12,765.0,8.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.04,0.0,5.0,6.0,0.0,1.0,6.0,6.0,37.0,47.6,heracles almelo
Emil Hansson,7,23.0,13,570.0,6.3,0.0,4.0,0.0,0.0,0.3,0.0,0.63,0.04,0.0,3.0,4.0,1.0,31.0,0.0,4.0,24.0,0.0,heracles almelo
Ruben Roosken,2,21.0,7,489.0,5.4,0.0,1.0,0.0,0.0,0.1,0.0,0.18,0.01,0.0,6.0,3.0,0.0,20.0,11.0,13.0,30.0,70.0,heracles almelo
Navajo Bakboord,2,22.0,9,484.0,5.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,4.0,9.0,8.0,39.0,25.0,heracles almelo
Sven Sonnenberg,2,22.0,9,477.0,5.3,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.03,0.0,4.0,1.0,0.0,2.0,9.0,1.0,40.0,77.8,heracles almelo
Elias Sierra,7,19.0,16,388.0,4.3,0.0,1.0,0.0,0.0,0.5,0.0,0.23,0.12,0.0,3.0,2.0,0.0,21.0,1.0,4.0,22.0,0.0,heracles almelo
Ismail Azzaoui,7,23.0,12,436.0,4.8,3.0,1.0,0.0,0.0,0.5,0.62,0.21,0.1,0.0,4.0,8.0,2.0,5.0,2.0,8.0,30.0,42.9,heracles almelo
Timon Wellenreuther,1,25.0,31,2790.0,31.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,64.0,64.3,willem ii
Leeroy Owusu,2,24.0,31,2753.0,30.6,0.0,3.0,1.0,0.0,0.9,0.0,0.1,0.03,0.0,17.0,17.0,0.0,136.0,16.0,23.0,188.0,46.2,willem ii
Derrick Köhn,2,22.0,31,2530.0,28.1,1.0,1.0,3.0,1.0,1.4,0.04,0.04,0.05,1.0,27.0,37.0,0.0,71.0,29.0,32.0,185.0,37.7,willem ii
Ché Nunnely,4,22.0,31,2444.0,27.2,6.0,1.0,2.0,0.0,3.9,0.22,0.04,0.14,0.0,18.0,40.0,5.0,73.0,10.0,13.0,117.0,25.9,willem ii
Mats Köhlert,6,23.0,33,2479.0,27.5,3.0,1.0,2.0,0.0,2.8,0.11,0.04,0.1,0.0,28.0,31.0,2.0,101.0,26.0,30.0,184.0,33.3,willem ii
Pol Llonch,3,28.0,25,1897.0,21.1,0.0,0.0,4.0,0.0,0.8,0.0,0.0,0.04,0.0,33.0,25.0,1.0,4.0,33.0,48.0,182.0,40.4,willem ii
Ulrik Yttergård Jenssen,2,25.0,23,1881.0,20.9,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,2.0,16.0,11.0,117.0,51.4,willem ii
Max Svensson,7,23.0,34,1911.0,21.2,1.0,4.0,1.0,0.0,3.7,0.05,0.19,0.17,0.0,5.0,12.0,3.0,99.0,10.0,11.0,115.0,29.4,willem ii
Freek Heerkens,5,31.0,19,1600.0,17.8,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.09,0.0,4.0,16.0,0.0,0.0,20.0,11.0,107.0,41.3,willem ii
Kwasi Okyere Wriedt,4,27.0,18,1194.0,13.3,4.0,2.0,3.0,0.0,2.9,0.3,0.15,0.22,0.0,25.0,21.0,15.0,13.0,1.0,7.0,29.0,48.8,willem ii
Görkem Sağlam,3,23.0,22,1149.0,12.8,1.0,3.0,2.0,0.0,1.3,0.08,0.23,0.1,0.0,11.0,8.0,0.0,91.0,8.0,7.0,59.0,51.6,willem ii
Wessel Dammers,2,26.0,14,1250.0,13.9,1.0,1.0,0.0,0.0,0.8,0.07,0.07,0.06,0.0,3.0,4.0,0.0,3.0,20.0,13.0,76.0,61.1,willem ii
Jizz Hornkamp,4,23.0,13,1070.0,11.9,4.0,0.0,2.0,0.0,3.9,0.34,0.0,0.33,0.0,18.0,3.0,6.0,4.0,3.0,10.0,25.0,54.0,willem ii
Daniel Crowley,3,23.0,14,857.0,9.5,0.0,0.0,3.0,0.0,0.5,0.0,0.0,0.05,0.0,9.0,10.0,1.0,19.0,4.0,6.0,83.0,16.7,willem ii
Elton Kabangu,4,23.0,24,948.0,10.5,3.0,0.0,1.0,0.0,4.9,0.28,0.0,0.46,0.0,12.0,13.0,17.0,20.0,3.0,14.0,44.0,39.3,willem ii
Emil Bergström,2,28.0,13,748.0,8.3,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.07,0.0,5.0,2.0,0.0,0.0,13.0,6.0,40.0,58.7,willem ii
Godfried Roemeratoe,5,21.0,21,698.0,7.8,1.0,0.0,0.0,0.0,0.5,0.13,0.0,0.07,0.0,6.0,6.0,0.0,0.0,11.0,11.0,72.0,60.7,willem ii
Nikolaos Michelis,2,20.0,13,647.0,7.2,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.04,0.0,2.0,0.0,0.0,0.0,17.0,6.0,29.0,63.9,willem ii
Ringo Meerveld,3,20.0,13,537.0,6.0,0.0,3.0,0.0,0.0,0.2,0.0,0.5,0.03,0.0,1.0,8.0,0.0,1.0,3.0,7.0,43.0,33.3,willem ii
Thijs Oosting,3,21.0,3,270.0,3.0,2.0,0.0,1.0,0.0,0.9,0.67,0.0,0.29,0.0,2.0,1.0,1.0,3.0,2.0,2.0,12.0,40.0,willem ii
Anargyros Kampetsis,7,22.0,17,322.0,3.6,0.0,2.0,0.0,0.0,1.0,0.0,0.56,0.27,0.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,18.4,willem ii
Bram van Polen,2,35.0,30,2642.0,29.4,5.0,1.0,3.0,0.0,3.7,0.17,0.03,0.12,0.0,37.0,11.0,1.0,38.0,75.0,28.0,189.0,49.5,zwolle
