Player,Pos,Age,MP,Min,90s,Gls,Ast,CrdY,CrdR,xG,Gls/90,Ast/90,xG/90,2CrdY,Fls,Fld,Off,Crs,Int,TklW,Recov,Won%,club
Iñigo Martínez,2,30.0,27,2341.0,26.0,3.0,0.0,9.0,2.0,2.0,0.12,0.0,0.08,1.0,33.0,27.0,2.0,11.0,39.0,13.0,175.0,60.0,athletic club
Álex Berenguer,3,26.0,34,2168.0,24.1,3.0,6.0,8.0,0.0,5.2,0.12,0.25,0.22,0.0,44.0,46.0,14.0,145.0,16.0,26.0,105.0,45.8,athletic club
Raúl García,4,35.0,35,1802.0,20.0,6.0,2.0,3.0,0.0,6.1,0.3,0.1,0.3,0.0,49.0,32.0,12.0,20.0,9.0,17.0,62.0,46.3,athletic club
Mikel Balenziaga,2,33.0,26,2027.0,22.5,0.0,0.0,2.0,0.0,0.1,0.0,0.0,0.01,0.0,21.0,12.0,1.0,51.0,21.0,24.0,125.0,64.7,athletic club
Daniel Vivian,2,22.0,24,1986.0,22.1,2.0,1.0,2.0,0.0,1.3,0.09,0.05,0.06,0.0,19.0,20.0,1.0,3.0,26.0,21.0,161.0,36.1,athletic club
Iñigo Lekue,2,28.0,25,1925.0,21.4,0.0,2.0,3.0,0.0,0.1,0.0,0.09,0.01,0.0,19.0,9.0,0.0,66.0,23.0,23.0,144.0,51.4,athletic club
Yeray Álvarez,2,26.0,22,1860.0,20.7,0.0,0.0,6.0,0.0,0.5,0.0,0.0,0.02,0.0,23.0,13.0,1.0,3.0,45.0,14.0,141.0,57.7,athletic club
Óscar de Marcos,2,32.0,22,1679.0,18.7,1.0,2.0,5.0,0.0,0.3,0.05,0.11,0.01,0.0,25.0,8.0,3.0,48.0,19.0,37.0,120.0,57.9,athletic club
Mikel Vesga,3,28.0,32,1358.0,15.1,2.0,0.0,7.0,2.0,1.0,0.13,0.0,0.07,2.0,34.0,17.0,0.0,12.0,20.0,14.0,98.0,63.9,athletic club
Oihan Sancet,4,21.0,27,1422.0,15.8,6.0,4.0,2.0,0.0,3.4,0.38,0.25,0.21,0.0,20.0,27.0,5.0,10.0,5.0,7.0,48.0,35.4,athletic club
Nico Williams,3,19.0,34,1337.0,14.9,0.0,0.0,4.0,0.0,2.6,0.0,0.0,0.17,0.0,24.0,23.0,10.0,58.0,5.0,10.0,85.0,47.6,athletic club
Yuri Berchiche,2,31.0,14,1015.0,11.3,1.0,2.0,3.0,0.0,0.4,0.09,0.18,0.03,0.0,7.0,19.0,0.0,33.0,13.0,11.0,81.0,72.4,athletic club
Oier Zarraga,3,22.0,31,1166.0,13.0,1.0,0.0,5.0,0.0,1.3,0.08,0.0,0.1,0.0,16.0,12.0,1.0,19.0,19.0,5.0,60.0,41.7,athletic club
Unai Núñez,2,24.0,9,622.0,6.9,0.0,0.0,2.0,0.0,0.8,0.0,0.0,0.12,0.0,10.0,7.0,0.0,1.0,8.0,4.0,46.0,52.2,athletic club
Asier Villalibre,4,23.0,19,548.0,6.1,2.0,0.0,0.0,0.0,2.4,0.33,0.0,0.4,0.0,10.0,13.0,3.0,4.0,1.0,3.0,18.0,57.6,athletic club
Nicolás Serrano,7,18.0,14,317.0,3.5,1.0,0.0,0.0,0.0,0.4,0.28,0.0,0.12,0.0,8.0,6.0,1.0,22.0,2.0,6.0,26.0,11.1,athletic club
Alex Petxa,5,24.0,17,412.0,4.6,0.0,0.0,4.0,0.0,0.1,0.0,0.0,0.03,0.0,11.0,12.0,0.0,13.0,4.0,9.0,28.0,42.9,athletic club
Carlos Soler,3,24.0,32,2474.0,27.5,11.0,5.0,4.0,0.0,9.1,0.4,0.18,0.33,0.0,21.0,46.0,2.0,147.0,14.0,19.0,138.0,41.4,valencia
Omar Alderete,2,24.0,29,2403.0,26.7,2.0,0.0,15.0,0.0,0.8,0.07,0.0,0.03,0.0,42.0,7.0,0.0,4.0,35.0,34.0,158.0,63.9,valencia
Hugo Guillamón,5,21.0,31,2361.0,26.2,1.0,0.0,11.0,2.0,0.4,0.04,0.0,0.02,1.0,71.0,63.0,2.0,6.0,30.0,27.0,169.0,55.2,valencia
Dimitri Foulquier,2,28.0,29,2342.0,26.0,0.0,1.0,11.0,0.0,0.6,0.0,0.04,0.02,0.0,39.0,40.0,1.0,60.0,29.0,17.0,164.0,47.6,valencia
José Luis Gayà,2,26.0,24,1871.0,20.8,2.0,4.0,8.0,2.0,1.2,0.1,0.19,0.06,1.0,34.0,21.0,4.0,94.0,19.0,21.0,111.0,34.8,valencia
Hugo Duro,7,21.0,30,1834.0,20.4,7.0,1.0,3.0,1.0,3.5,0.34,0.05,0.17,1.0,29.0,44.0,7.0,12.0,4.0,19.0,64.0,36.4,valencia
Maxi Gómez,4,24.0,29,1956.0,21.7,5.0,1.0,7.0,1.0,4.8,0.23,0.05,0.22,1.0,49.0,55.0,10.0,19.0,3.0,3.0,48.0,55.0,valencia
Mouctar Diakhaby,2,24.0,29,1948.0,21.6,0.0,1.0,11.0,0.0,0.6,0.0,0.05,0.03,0.0,26.0,16.0,1.0,5.0,30.0,24.0,144.0,53.2,valencia
Gabriel Paulista,2,30.0,19,1592.0,17.7,2.0,1.0,2.0,0.0,0.8,0.11,0.06,0.04,0.0,11.0,12.0,1.0,0.0,39.0,12.0,125.0,66.7,valencia
Daniel Wass,3,32.0,19,1582.0,17.6,1.0,1.0,6.0,0.0,1.8,0.06,0.06,0.1,0.0,29.0,18.0,0.0,35.0,13.0,13.0,93.0,57.1,valencia
Giorgi Mamardashvili,1,20.0,18,1620.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,100.0,valencia
Thierry Correia,2,22.0,19,1414.0,15.7,0.0,1.0,5.0,0.0,0.3,0.0,0.06,0.02,0.0,32.0,29.0,0.0,48.0,19.0,23.0,109.0,57.6,valencia
Jasper Cillessen,1,32.0,17,1457.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,100.0,valencia
Yunus Musah,7,18.0,29,1259.0,14.0,1.0,0.0,5.0,0.0,0.5,0.07,0.0,0.04,0.0,24.0,16.0,0.0,29.0,14.0,13.0,50.0,43.2,valencia
Uroš Račić,3,23.0,28,1206.0,13.4,0.0,0.0,3.0,1.0,0.9,0.0,0.0,0.07,1.0,29.0,25.0,1.0,5.0,16.0,18.0,97.0,52.5,valencia
Hélder Costa,7,27.0,22,1118.0,12.4,0.0,1.0,3.0,0.0,0.3,0.0,0.08,0.03,0.0,28.0,14.0,1.0,46.0,3.0,16.0,60.0,40.0,valencia
Ilaix Moriba,3,18.0,14,818.0,9.1,0.0,0.0,9.0,1.0,0.7,0.0,0.0,0.07,1.0,21.0,25.0,0.0,3.0,12.0,18.0,51.0,40.0,valencia
Bryan,7,20.0,13,753.0,8.4,0.0,1.0,3.0,0.0,1.4,0.0,0.12,0.16,0.0,13.0,20.0,7.0,44.0,1.0,8.0,54.0,12.5,valencia
Maranhão,7,24.0,29,973.0,10.8,1.0,3.0,3.0,0.0,3.0,0.09,0.28,0.28,0.0,23.0,22.0,4.0,3.0,7.0,11.0,34.0,44.6,valencia
Jesus Vazquez,2,18.0,15,813.0,9.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.06,0.0,14.0,8.0,0.0,24.0,9.0,13.0,61.0,38.7,valencia
Toni Lato,2,23.0,11,590.0,6.6,0.0,1.0,5.0,0.0,0.0,0.0,0.15,0.0,0.0,14.0,6.0,1.0,19.0,8.0,12.0,52.0,17.4,valencia
Denis Cheryshev,7,30.0,17,563.0,6.3,0.0,1.0,1.0,0.0,0.9,0.0,0.16,0.14,0.0,15.0,7.0,4.0,27.0,9.0,5.0,35.0,27.8,valencia
Eray Cömert,2,23.0,8,408.0,4.5,0.0,0.0,2.0,0.0,0.4,0.0,0.0,0.08,0.0,3.0,0.0,0.0,0.0,2.0,3.0,24.0,22.2,valencia
Cristiano Piccini,2,28.0,6,322.0,3.6,1.0,0.0,1.0,0.0,0.2,0.28,0.0,0.04,0.0,10.0,3.0,0.0,8.0,1.0,8.0,25.0,66.7,valencia
David García,2,27.0,35,3105.0,34.5,4.0,0.0,8.0,0.0,1.2,0.12,0.0,0.03,0.0,53.0,21.0,0.0,0.0,52.0,14.0,221.0,76.1,osasuna
Jon Moncayola,3,23.0,36,2915.0,32.4,2.0,3.0,2.0,0.0,2.3,0.06,0.09,0.07,0.0,20.0,15.0,1.0,98.0,20.0,20.0,207.0,46.2,osasuna
Nacho Vidal,2,26.0,35,2902.0,32.2,0.0,1.0,9.0,0.0,1.2,0.0,0.03,0.04,0.0,48.0,33.0,3.0,71.0,58.0,47.0,170.0,67.0,osasuna
Lucas Torró,3,27.0,33,2725.0,30.3,1.0,0.0,10.0,0.0,1.6,0.03,0.0,0.05,0.0,55.0,48.0,1.0,7.0,47.0,40.0,207.0,69.3,osasuna
Rubén García,7,28.0,37,2375.0,26.4,1.0,6.0,1.0,0.0,3.1,0.04,0.23,0.12,0.0,37.0,28.0,8.0,199.0,24.0,26.0,139.0,38.9,osasuna
Darko Brašanac,3,29.0,35,2405.0,26.7,1.0,2.0,8.0,0.0,1.5,0.04,0.07,0.06,0.0,52.0,24.0,9.0,27.0,25.0,22.0,143.0,35.9,osasuna
Manuel Sánchez,2,20.0,33,2257.0,25.1,1.0,3.0,6.0,0.0,0.4,0.04,0.12,0.02,0.0,32.0,16.0,0.0,70.0,18.0,34.0,132.0,20.0,osasuna
Juan Cruz Armada,2,29.0,23,1934.0,21.5,0.0,0.0,4.0,0.0,0.2,0.0,0.0,0.01,0.0,19.0,5.0,0.0,8.0,16.0,21.0,124.0,46.0,osasuna
Ezequiel Ávila,7,27.0,36,1870.0,20.8,6.0,1.0,9.0,1.0,4.3,0.29,0.05,0.21,1.0,31.0,40.0,13.0,79.0,13.0,7.0,77.0,41.7,osasuna
Ante Budimir,4,30.0,28,1738.0,19.3,8.0,2.0,3.0,0.0,8.3,0.41,0.1,0.43,0.0,37.0,32.0,16.0,7.0,3.0,10.0,50.0,51.7,osasuna
Kike,4,31.0,33,1862.0,20.7,5.0,1.0,2.0,0.0,6.7,0.24,0.05,0.32,0.0,23.0,36.0,9.0,21.0,3.0,7.0,68.0,41.2,osasuna
Unai García,2,29.0,18,1408.0,15.6,0.0,0.0,5.0,0.0,0.3,0.0,0.0,0.02,0.0,10.0,7.0,0.0,8.0,22.0,12.0,75.0,50.7,osasuna
Aridane Hernández,2,32.0,15,1159.0,12.9,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.01,0.0,5.0,4.0,3.0,1.0,20.0,9.0,67.0,52.4,osasuna
José Ángel,2,31.0,23,1083.0,12.0,1.0,1.0,2.0,1.0,0.2,0.08,0.08,0.02,0.0,10.0,5.0,0.0,46.0,10.0,13.0,78.0,62.5,osasuna
Javi Martínez,7,21.0,26,879.0,9.8,1.0,1.0,1.0,0.0,0.8,0.1,0.1,0.08,0.0,15.0,9.0,0.0,31.0,9.0,14.0,62.0,36.0,osasuna
Kike Barja,7,24.0,21,865.0,9.6,2.0,0.0,2.0,0.0,1.5,0.21,0.0,0.16,0.0,17.0,23.0,0.0,55.0,9.0,11.0,65.0,45.0,osasuna
Oier Sanjurjo,3,35.0,25,758.0,8.4,1.0,0.0,3.0,0.0,0.7,0.12,0.0,0.08,0.0,17.0,6.0,2.0,11.0,1.0,6.0,54.0,56.8,osasuna
Roberto Torres,7,32.0,28,809.0,9.0,2.0,2.0,3.0,0.0,2.1,0.22,0.22,0.23,0.0,8.0,11.0,0.0,80.0,8.0,4.0,59.0,23.5,osasuna
Iñigo Pérez,3,33.0,10,338.0,3.8,1.0,0.0,0.0,0.0,0.1,0.27,0.0,0.03,0.0,0.0,3.0,0.0,31.0,0.0,2.0,22.0,15.4,osasuna
Javi Galán,2,26.0,37,3298.0,36.6,0.0,3.0,8.0,0.0,0.5,0.0,0.08,0.01,0.0,54.0,75.0,11.0,173.0,45.0,66.0,234.0,34.2,celta vigo
Iago Aspas,4,33.0,37,3087.0,34.3,18.0,5.0,9.0,0.0,14.1,0.52,0.15,0.41,0.0,22.0,50.0,20.0,108.0,11.0,7.0,113.0,40.7,celta vigo
Brais Méndez,3,24.0,37,3021.0,33.6,4.0,5.0,8.0,0.0,4.6,0.12,0.15,0.14,0.0,75.0,54.0,9.0,41.0,37.0,35.0,199.0,47.4,celta vigo
Denis Suárez,3,27.0,38,2819.0,31.3,4.0,6.0,4.0,0.0,2.2,0.13,0.19,0.07,0.0,47.0,39.0,1.0,129.0,16.0,29.0,186.0,38.2,celta vigo
Fran Beltrán,3,22.0,37,2597.0,28.9,1.0,0.0,4.0,0.0,0.4,0.03,0.0,0.01,0.0,17.0,25.0,0.0,17.0,32.0,41.0,207.0,28.6,celta vigo
Joseph Aidoo,2,25.0,32,2637.0,29.3,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.01,0.0,10.0,18.0,1.0,3.0,38.0,26.0,164.0,56.9,celta vigo
Santi Mina,4,25.0,33,2367.0,26.3,7.0,3.0,4.0,0.0,8.5,0.27,0.11,0.32,0.0,53.0,39.0,10.0,12.0,6.0,17.0,105.0,45.0,celta vigo
Néstor Araujo,2,29.0,34,2617.0,29.1,0.0,0.0,4.0,0.0,0.3,0.0,0.0,0.01,0.0,19.0,10.0,0.0,3.0,27.0,14.0,160.0,56.8,celta vigo
Hugo Mallo,2,30.0,21,1826.0,20.3,1.0,1.0,5.0,2.0,0.9,0.05,0.05,0.04,1.0,38.0,4.0,6.0,73.0,20.0,25.0,97.0,59.4,celta vigo
Franco Cervi,3,27.0,33,1801.0,20.0,4.0,3.0,5.0,0.0,3.1,0.2,0.15,0.15,0.0,22.0,40.0,2.0,78.0,21.0,41.0,146.0,35.4,celta vigo
Kevin Vázquez,2,28.0,17,1334.0,14.8,0.0,1.0,3.0,0.0,0.4,0.0,0.07,0.03,0.0,18.0,19.0,0.0,42.0,36.0,24.0,69.0,38.3,celta vigo
Nolito,3,34.0,32,1384.0,15.4,2.0,0.0,2.0,0.0,2.9,0.13,0.0,0.19,0.0,21.0,11.0,6.0,18.0,9.0,15.0,75.0,48.0,celta vigo
Renato Tapia,3,26.0,29,1412.0,15.7,0.0,0.0,10.0,0.0,0.5,0.0,0.0,0.03,0.0,35.0,26.0,0.0,3.0,28.0,31.0,107.0,56.6,celta vigo
Jeison Murillo,2,29.0,19,1117.0,12.4,0.0,0.0,5.0,1.0,0.5,0.0,0.0,0.04,0.0,13.0,13.0,0.0,1.0,17.0,10.0,61.0,48.4,celta vigo
Thiago Galhardo,7,32.0,31,1148.0,12.8,2.0,2.0,5.0,0.0,3.4,0.16,0.16,0.27,0.0,21.0,13.0,16.0,9.0,6.0,6.0,31.0,42.1,celta vigo
Augusto Solari,5,29.0,26,714.0,7.9,0.0,0.0,5.0,0.0,0.3,0.0,0.0,0.04,0.0,23.0,11.0,1.0,49.0,7.0,12.0,65.0,28.6,celta vigo
Carlos Dominguez,2,20.0,8,344.0,3.8,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.03,0.0,3.0,4.0,0.0,0.0,4.0,1.0,21.0,62.5,celta vigo
José Fontán,2,21.0,9,276.0,3.1,0.0,0.0,3.0,0.0,0.2,0.0,0.0,0.06,0.0,10.0,0.0,0.0,5.0,10.0,3.0,17.0,66.7,celta vigo
Iván Balliu,2,29.0,35,3147.0,35.0,1.0,2.0,10.0,1.0,0.9,0.03,0.06,0.02,0.0,42.0,57.0,4.0,111.0,39.0,22.0,166.0,41.1,rayo vallecano
Francisco Garcia,2,21.0,34,3025.0,33.6,1.0,0.0,4.0,0.0,0.9,0.03,0.0,0.03,0.0,24.0,15.0,2.0,128.0,45.0,35.0,210.0,40.3,rayo vallecano
Álvaro García,7,28.0,36,2998.0,33.3,7.0,4.0,6.0,0.0,5.3,0.21,0.12,0.16,0.0,23.0,25.0,11.0,194.0,42.0,23.0,187.0,17.9,rayo vallecano
Santi Comesaña,3,24.0,35,2682.0,29.8,1.0,2.0,12.0,1.0,3.7,0.03,0.07,0.12,1.0,60.0,56.0,1.0,10.0,33.0,56.0,213.0,47.1,rayo vallecano
Stole Dimitrievski,1,27.0,31,2772.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,24.0,84.6,rayo vallecano
Óscar Valentín,3,26.0,35,2569.0,28.5,0.0,0.0,8.0,0.0,1.2,0.0,0.0,0.04,0.0,50.0,55.0,0.0,3.0,39.0,53.0,218.0,42.2,rayo vallecano
Isaac Palazón Camacho,7,26.0,34,2288.0,25.4,2.0,4.0,7.0,0.0,3.1,0.08,0.16,0.12,0.0,32.0,69.0,5.0,70.0,13.0,28.0,161.0,39.0,rayo vallecano
Óscar Trejo,3,33.0,32,2007.0,22.3,3.0,9.0,13.0,0.0,3.3,0.13,0.4,0.15,0.0,59.0,68.0,4.0,118.0,13.0,24.0,151.0,46.3,rayo vallecano
Esteban Saveljich,2,30.0,21,1700.0,18.9,0.0,0.0,4.0,0.0,0.6,0.0,0.0,0.03,0.0,23.0,2.0,3.0,1.0,16.0,11.0,56.0,60.9,rayo vallecano
Sergi Guardiola,4,30.0,32,1710.0,19.0,8.0,2.0,3.0,0.0,7.1,0.42,0.11,0.37,0.0,29.0,29.0,14.0,16.0,4.0,9.0,47.0,33.8,rayo vallecano
Randy Ntekja,7,23.0,34,1462.0,16.2,3.0,0.0,2.0,0.0,3.4,0.18,0.0,0.21,0.0,41.0,24.0,3.0,9.0,8.0,13.0,56.0,47.7,rayo vallecano
Unai López,3,25.0,27,1160.0,12.9,0.0,0.0,5.0,0.0,1.1,0.0,0.0,0.09,0.0,26.0,17.0,5.0,62.0,10.0,9.0,76.0,26.7,rayo vallecano
Pathé Ciss,3,27.0,31,1097.0,12.2,2.0,1.0,5.0,0.0,1.7,0.16,0.08,0.14,0.0,19.0,9.0,1.0,0.0,30.0,15.0,103.0,60.7,rayo vallecano
Nikola Maraš,2,25.0,16,1044.0,11.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,15.0,9.0,37.0,51.8,rayo vallecano
Radamel Falcao,4,35.0,22,838.0,9.3,6.0,0.0,1.0,0.0,4.9,0.64,0.0,0.53,0.0,17.0,18.0,15.0,4.0,2.0,1.0,17.0,45.0,rayo vallecano
Mario Suárez,2,34.0,14,712.0,7.9,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.12,0.0,17.0,5.0,0.0,0.0,7.0,4.0,55.0,69.0,rayo vallecano
Luca Zidane,1,23.0,8,645.0,7.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,100.0,rayo vallecano
Bebé,4,31.0,29,867.0,9.6,1.0,2.0,2.0,0.0,1.7,0.1,0.21,0.17,0.0,12.0,16.0,6.0,87.0,3.0,5.0,47.0,36.4,rayo vallecano
Kévin Rodrigues,6,27.0,13,435.0,4.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,5.0,7.0,0.0,10.0,7.0,11.0,33.0,55.6,rayo vallecano
Mario Hernández,6,22.0,9,395.0,4.4,1.0,0.0,3.0,0.0,0.2,0.23,0.0,0.06,0.0,4.0,4.0,1.0,15.0,4.0,4.0,20.0,28.6,rayo vallecano
Omar Mascarell,3,28.0,32,2493.0,27.7,0.0,0.0,6.0,0.0,0.5,0.0,0.0,0.02,0.0,37.0,22.0,0.0,5.0,48.0,26.0,172.0,51.9,elche
Enzo Roco,2,28.0,30,2552.0,28.4,1.0,0.0,10.0,0.0,1.3,0.04,0.0,0.05,0.0,37.0,7.0,1.0,1.0,28.0,20.0,149.0,69.3,elche
Fidel,3,31.0,33,2261.0,25.1,5.0,6.0,9.0,0.0,2.8,0.2,0.24,0.11,0.0,26.0,29.0,7.0,118.0,7.0,23.0,141.0,22.2,elche
Édgar Badía,1,29.0,24,2160.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,72.7,elche
Helibelton Palacios,2,28.0,26,1931.0,21.5,0.0,0.0,6.0,0.0,0.1,0.0,0.0,0.0,0.0,28.0,30.0,0.0,37.0,18.0,38.0,115.0,53.2,elche
Lucas Boyé,4,25.0,24,1713.0,19.0,7.0,3.0,3.0,0.0,4.6,0.37,0.16,0.24,0.0,39.0,40.0,13.0,7.0,2.0,13.0,65.0,36.9,elche
Gerard Gumbau,3,26.0,31,1890.0,21.0,0.0,4.0,8.0,1.0,0.7,0.0,0.19,0.04,0.0,50.0,22.0,0.0,93.0,23.0,19.0,104.0,40.5,elche
Diego González,2,26.0,28,1793.0,19.9,0.0,0.0,3.0,1.0,0.3,0.0,0.0,0.01,0.0,25.0,3.0,0.0,0.0,19.0,16.0,85.0,50.0,elche
Pedro Bigas,2,30.0,19,1551.0,17.2,1.0,0.0,6.0,0.0,0.6,0.06,0.0,0.03,0.0,16.0,11.0,0.0,2.0,18.0,10.0,73.0,76.1,elche
Tete Morente,3,24.0,32,1632.0,18.1,3.0,3.0,4.0,0.0,3.0,0.17,0.17,0.16,0.0,32.0,22.0,8.0,74.0,12.0,14.0,90.0,51.2,elche
Pere Milla,7,28.0,32,1644.0,18.3,8.0,3.0,4.0,0.0,4.9,0.44,0.16,0.27,0.0,17.0,50.0,9.0,13.0,5.0,15.0,104.0,41.9,elche
Raúl Guti,3,24.0,31,1627.0,18.1,0.0,0.0,4.0,1.0,1.2,0.0,0.0,0.07,1.0,16.0,34.0,0.0,9.0,25.0,15.0,106.0,34.6,elche
Gonzalo Verdú,2,32.0,19,1397.0,15.5,0.0,0.0,11.0,0.0,0.1,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0.0,13.0,9.0,58.0,54.0,elche
Lucas Pérez,4,32.0,18,1266.0,14.1,2.0,1.0,0.0,0.0,2.2,0.14,0.07,0.16,0.0,5.0,15.0,10.0,45.0,3.0,1.0,41.0,16.7,elche
Kiko Casilla,1,34.0,14,1260.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.0,100.0,elche
Antonio Barragán,2,34.0,16,1020.0,11.3,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,0.0,33.0,17.0,14.0,54.0,80.0,elche
Guido Carrillo,4,30.0,29,1168.0,13.0,2.0,0.0,3.0,0.0,2.6,0.15,0.0,0.2,0.0,33.0,25.0,6.0,1.0,1.0,4.0,38.0,57.1,elche
Josan,5,31.0,31,1211.0,13.5,2.0,3.0,2.0,0.0,1.0,0.15,0.22,0.08,0.0,14.0,30.0,4.0,74.0,10.0,22.0,60.0,15.8,elche
Iván Marcone,3,31.0,20,809.0,9.0,0.0,0.0,5.0,0.0,0.1,0.0,0.0,0.01,0.0,12.0,4.0,0.0,1.0,12.0,14.0,59.0,66.7,elche
Darío Benedetto,7,31.0,14,590.0,6.6,2.0,1.0,1.0,0.0,2.0,0.31,0.15,0.31,0.0,3.0,6.0,3.0,6.0,1.0,1.0,12.0,41.7,elche
Javier Pastore,7,32.0,13,525.0,5.8,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.08,0.0,7.0,5.0,1.0,8.0,4.0,3.0,26.0,40.0,elche
Ezequiel Ponce,4,24.0,13,667.0,7.4,1.0,0.0,1.0,1.0,2.5,0.13,0.0,0.34,0.0,14.0,11.0,6.0,6.0,1.0,4.0,29.0,40.5,elche
Kike Pérez,7,24.0,12,519.0,5.8,2.0,0.0,1.0,0.0,1.0,0.35,0.0,0.17,0.0,17.0,6.0,1.0,7.0,3.0,6.0,39.0,56.0,elche
Pablo Piatti,7,32.0,10,312.0,3.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,8.0,8.0,1.0,3.0,2.0,4.0,17.0,50.0,elche
Lucas Olaza,2,27.0,5,295.0,3.3,1.0,0.0,1.0,0.0,0.7,0.31,0.0,0.22,0.0,3.0,4.0,0.0,16.0,4.0,3.0,25.0,33.3,elche
Diego López,1,39.0,36,3177.0,35.3,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,49.0,100.0,espanyol
Sergi Darder,3,27.0,36,3125.0,34.7,3.0,9.0,4.0,0.0,2.6,0.09,0.26,0.07,0.0,28.0,38.0,0.0,70.0,26.0,22.0,171.0,42.9,espanyol
Raúl de Tomás,4,26.0,34,2914.0,32.4,17.0,3.0,7.0,2.0,15.1,0.53,0.09,0.47,1.0,35.0,55.0,31.0,22.0,6.0,11.0,67.0,47.9,espanyol
Sergi Gómez,2,29.0,31,2720.0,30.2,1.0,2.0,1.0,1.0,0.4,0.03,0.07,0.01,0.0,11.0,4.0,0.0,0.0,40.0,24.0,103.0,43.8,espanyol
Pedrosa,2,23.0,31,2720.0,30.2,1.0,1.0,8.0,0.0,1.0,0.03,0.03,0.03,0.0,19.0,45.0,0.0,115.0,25.0,30.0,163.0,45.9,espanyol
Javi Puado,7,23.0,30,2245.0,24.9,4.0,1.0,5.0,0.0,4.9,0.16,0.04,0.2,0.0,23.0,25.0,6.0,18.0,11.0,14.0,91.0,27.1,espanyol
Adri Embarba,7,29.0,32,1986.0,22.1,0.0,2.0,4.0,0.0,2.8,0.0,0.09,0.13,0.0,30.0,43.0,7.0,192.0,19.0,29.0,108.0,35.4,espanyol
Aleix Vidal,5,31.0,31,1901.0,21.1,2.0,0.0,10.0,0.0,0.7,0.09,0.0,0.03,0.0,24.0,31.0,1.0,52.0,25.0,25.0,127.0,52.6,espanyol
Óscar Gil,2,24.0,22,1688.0,18.8,0.0,2.0,7.0,0.0,0.2,0.0,0.11,0.01,0.0,36.0,24.0,2.0,38.0,19.0,35.0,72.0,20.0,espanyol
Yangel Herrera,3,23.0,23,1645.0,18.3,1.0,1.0,7.0,1.0,1.1,0.05,0.05,0.06,1.0,44.0,34.0,1.0,9.0,19.0,31.0,128.0,47.8,espanyol
Keidi Bare,3,23.0,25,1481.0,16.5,1.0,1.0,9.0,0.0,0.3,0.06,0.06,0.02,0.0,25.0,29.0,0.0,7.0,15.0,17.0,90.0,30.2,espanyol
Óscar Melendo,7,23.0,21,990.0,11.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.04,0.0,9.0,37.0,0.0,4.0,1.0,5.0,56.0,28.6,espanyol
Fernando Calero,2,25.0,16,1090.0,12.1,0.0,0.0,3.0,0.0,0.2,0.0,0.0,0.01,0.0,10.0,6.0,0.0,0.0,16.0,10.0,46.0,48.8,espanyol
Tonny Vilhena,7,26.0,17,928.0,10.3,1.0,1.0,4.0,0.0,0.8,0.1,0.1,0.08,0.0,16.0,10.0,2.0,32.0,8.0,6.0,36.0,42.9,espanyol
Manu Morlanes,3,22.0,27,1144.0,12.7,2.0,0.0,6.0,1.0,0.7,0.16,0.0,0.05,0.0,13.0,11.0,0.0,6.0,13.0,15.0,78.0,41.5,espanyol
David López,5,31.0,18,743.0,8.3,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.05,0.0,9.0,6.0,0.0,0.0,10.0,13.0,56.0,55.3,espanyol
Nico Ribaudo,7,20.0,31,1116.0,12.4,2.0,0.0,5.0,1.0,1.0,0.16,0.0,0.08,1.0,26.0,36.0,3.0,16.0,7.0,6.0,49.0,20.0,espanyol
Loren Morón,7,27.0,21,563.0,6.3,1.0,0.0,0.0,0.0,0.7,0.16,0.0,0.11,0.0,10.0,15.0,7.0,5.0,2.0,4.0,15.0,39.6,espanyol
